upstream_part,up_part_rev,downstream_part,down_part_rev,upstream_output_port,downstream_input_port,start_date,stop_date
CR4B4N,A,CC3R4C4,A,b,a,2014-10-01 07:00:00+00:00,
CR4B5E,A,CC3R3C5,A,b,a,2014-10-01 07:00:00+00:00,
CR4B5N,A,CC3R4C5,A,b,a,2014-10-01 07:00:00+00:00,
CR4B6E,A,CC3R3C6,A,b,a,2014-10-01 07:00:00+00:00,
CR4B6N,A,CC3R4C6,A,b,a,2014-10-01 07:00:00+00:00,
CR4B7E,A,CC3R3C7,A,b,a,2014-10-01 07:00:00+00:00,
CR4B7N,A,CC3R4C7,A,b,a,2014-10-01 07:00:00+00:00,
CR4B8E,A,CC3R3C8,A,b,a,2014-10-01 07:00:00+00:00,
CR4B8N,A,CC3R4C8,A,b,a,2014-10-01 07:00:00+00:00,
CR5A1E,A,CC3R5C1,A,b,a,2014-10-01 07:00:00+00:00,
CR5A1N,A,CC3R6C1,A,b,a,2014-10-01 07:00:00+00:00,
CR5A2E,A,CC3R5C2,A,b,a,2014-10-01 07:00:00+00:00,
CR5A2N,A,CC3R6C2,A,b,a,2014-10-01 07:00:00+00:00,
CR5A3E,A,CC3R5C3,A,b,a,2014-10-01 07:00:00+00:00,
CR5A3N,A,CC3R6C3,A,b,a,2014-10-01 07:00:00+00:00,
CR5A4E,A,CC3R5C4,A,b,a,2014-10-01 07:00:00+00:00,
CR5A4N,A,CC3R6C4,A,b,a,2014-10-01 07:00:00+00:00,
CR5A5E,A,CC3R5C5,A,b,a,2014-10-01 07:00:00+00:00,
CR5A5N,A,CC3R6C5,A,b,a,2014-10-01 07:00:00+00:00,
CR5A6E,A,CC3R5C6,A,b,a,2014-10-01 07:00:00+00:00,
CR5A6N,A,CC3R6C6,A,b,a,2014-10-01 07:00:00+00:00,
CR5A7E,A,CC3R5C7,A,b,a,2014-10-01 07:00:00+00:00,
CR5A7N,A,CC3R6C7,A,b,a,2014-10-01 07:00:00+00:00,
CR5A8E,A,CC3R5C8,A,b,a,2014-10-01 07:00:00+00:00,
CR5A8N,A,CC3R6C8,A,b,a,2014-10-01 07:00:00+00:00,
CR5B1E,A,CC4R1C1,A,b,a,2014-10-01 07:00:00+00:00,
CR5B1N,A,CC4R2C1,A,b,a,2014-10-01 07:00:00+00:00,
CR5B2E,A,CC4R1C2,A,b,a,2014-10-01 07:00:00+00:00,
CR5B2N,A,CC4R2C2,A,b,a,2014-10-01 07:00:00+00:00,
CR5B3E,A,CC4R1C3,A,b,a,2014-10-01 07:00:00+00:00,
CR5B3N,A,CC4R2C3,A,b,a,2014-10-01 07:00:00+00:00,
CR5B4E,A,CC4R1C4,A,b,a,2014-10-01 07:00:00+00:00,
CR5B4N,A,CC4R2C4,A,b,a,2014-10-01 07:00:00+00:00,
CR5B5E,A,CC4R1C5,A,b,a,2014-10-01 07:00:00+00:00,
CR5B5N,A,CC4R2C5,A,b,a,2014-10-01 07:00:00+00:00,
CR5B6E,A,CC4R1C6,A,b,a,2014-10-01 07:00:00+00:00,
CR5B6N,A,CC4R2C6,A,b,a,2014-10-01 07:00:00+00:00,
CR5B7E,A,CC4R1C7,A,b,a,2014-10-01 07:00:00+00:00,
CR5B7N,A,CC4R2C7,A,b,a,2014-10-01 07:00:00+00:00,
CR5B8E,A,CC4R1C8,A,b,a,2014-10-01 07:00:00+00:00,
CR5B8N,A,CC4R2C8,A,b,a,2014-10-01 07:00:00+00:00,
CR6A1E,A,CC4R3C1,A,b,a,2014-10-01 07:00:00+00:00,
CR6A1N,A,CC4R4C1,A,b,a,2014-10-01 07:00:00+00:00,
CR6A2E,A,CC4R3C2,A,b,a,2014-10-01 07:00:00+00:00,
CR6A2N,A,CC4R4C2,A,b,a,2014-10-01 07:00:00+00:00,
CR6A3E,A,CC4R3C3,A,b,a,2014-10-01 07:00:00+00:00,
CR6A3N,A,CC4R4C3,A,b,a,2014-10-01 07:00:00+00:00,
CR6A4E,A,CC4R3C4,A,b,a,2014-10-01 07:00:00+00:00,
CR6A4N,A,CC4R4C4,A,b,a,2014-10-01 07:00:00+00:00,
CR6A5E,A,CC4R3C5,A,b,a,2014-10-01 07:00:00+00:00,
CR6A5N,A,CC4R4C5,A,b,a,2014-10-01 07:00:00+00:00,
CR6A6E,A,CC4R3C6,A,b,a,2014-10-01 07:00:00+00:00,
CR6A6N,A,CC4R4C6,A,b,a,2014-10-01 07:00:00+00:00,
CR6A7E,A,CC4R3C7,A,b,a,2014-10-01 07:00:00+00:00,
CR6A7N,A,CC4R4C7,A,b,a,2014-10-01 07:00:00+00:00,
CR6A8E,A,CC4R3C8,A,b,a,2014-10-01 07:00:00+00:00,
CR6A8N,A,CC4R4C8,A,b,a,2014-10-01 07:00:00+00:00,
CR6B1E,A,CC4R5C1,A,b,a,2014-10-01 07:00:00+00:00,
CR6B1N,A,CC4R6C1,A,b,a,2014-10-01 07:00:00+00:00,
CR6B2E,A,CC4R5C2,A,b,a,2014-10-01 07:00:00+00:00,
CR6B2N,A,CC4R6C2,A,b,a,2014-10-01 07:00:00+00:00,
CR6B3E,A,CC4R5C3,A,b,a,2014-10-01 07:00:00+00:00,
CR6B3N,A,CC4R6C3,A,b,a,2014-10-01 07:00:00+00:00,
CR6B4E,A,CC4R5C4,A,b,a,2014-10-01 07:00:00+00:00,
CR6B4N,A,CC4R6C4,A,b,a,2014-10-01 07:00:00+00:00,
CR6B5E,A,CC4R5C5,A,b,a,2014-10-01 07:00:00+00:00,
CR6B5N,A,CC4R6C5,A,b,a,2014-10-01 07:00:00+00:00,
CR6B6E,A,CC4R5C6,A,b,a,2014-10-01 07:00:00+00:00,
CR6B6N,A,CC4R6C6,A,b,a,2014-10-01 07:00:00+00:00,
CR6B7E,A,CC4R5C7,A,b,a,2014-10-01 07:00:00+00:00,
CR6B7N,A,CC4R6C7,A,b,a,2014-10-01 07:00:00+00:00,
CR6B8E,A,CC4R5C8,A,b,a,2014-10-01 07:00:00+00:00,
CR6B8N,A,CC4R6C8,A,b,a,2014-10-01 07:00:00+00:00,
CR7A1E,A,CC5R1C1,A,b,a,2014-10-01 07:00:00+00:00,
CR7A1N,A,CC5R2C1,A,b,a,2014-10-01 07:00:00+00:00,
CR7A2E,A,CC5R1C2,A,b,a,2014-10-01 07:00:00+00:00,
CR7A2N,A,CC5R2C2,A,b,a,2014-10-01 07:00:00+00:00,
CR7A3E,A,CC5R1C3,A,b,a,2014-10-01 07:00:00+00:00,
CR7A3N,A,CC5R2C3,A,b,a,2014-10-01 07:00:00+00:00,
CR7A4E,A,CC5R1C4,A,b,a,2014-10-01 07:00:00+00:00,
CR7A4N,A,CC5R2C4,A,b,a,2014-10-01 07:00:00+00:00,
CR7A5E,A,CC5R1C5,A,b,a,2014-10-01 07:00:00+00:00,
CR7A5N,A,CC5R2C5,A,b,a,2014-10-01 07:00:00+00:00,
CR7A6E,A,CC5R1C6,A,b,a,2014-10-01 07:00:00+00:00,
CR7A6N,A,CC5R2C6,A,b,a,2014-10-01 07:00:00+00:00,
CR7A7E,A,CC5R1C7,A,b,a,2014-10-01 07:00:00+00:00,
CR7A7N,A,CC5R2C7,A,b,a,2014-10-01 07:00:00+00:00,
CR7A8E,A,CC5R1C8,A,b,a,2014-10-01 07:00:00+00:00,
CR7A8N,A,CC5R2C8,A,b,a,2014-10-01 07:00:00+00:00,
CR7B1E,A,CC5R3C1,A,b,a,2014-10-01 07:00:00+00:00,
CR7B1N,A,CC5R4C1,A,b,a,2014-10-01 07:00:00+00:00,
CR7B2E,A,CC5R3C2,A,b,a,2014-10-01 07:00:00+00:00,
CR7B2N,A,CC5R4C2,A,b,a,2014-10-01 07:00:00+00:00,
CR7B3E,A,CC5R3C3,A,b,a,2014-10-01 07:00:00+00:00,
CR7B3N,A,CC5R4C3,A,b,a,2014-10-01 07:00:00+00:00,
CR7B4E,A,CC5R3C4,A,b,a,2014-10-01 07:00:00+00:00,
CR7B4N,A,CC5R4C4,A,b,a,2014-10-01 07:00:00+00:00,
CR7B5E,A,CC5R3C5,A,b,a,2014-10-01 07:00:00+00:00,
CR7B5N,A,CC5R4C5,A,b,a,2014-10-01 07:00:00+00:00,
CR7B6E,A,CC5R3C6,A,b,a,2014-10-01 07:00:00+00:00,
CR7B6N,A,CC5R4C6,A,b,a,2014-10-01 07:00:00+00:00,
CR7B7E,A,CC5R3C7,A,b,a,2014-10-01 07:00:00+00:00,
CR7B7N,A,CC5R4C7,A,b,a,2014-10-01 07:00:00+00:00,
CR7B8E,A,CC5R3C8,A,b,a,2014-10-01 07:00:00+00:00,
CR7B8N,A,CC5R4C8,A,b,a,2014-10-01 07:00:00+00:00,
CR8A1E,A,CC5R5C1,A,b,a,2014-10-01 07:00:00+00:00,
CR8A1N,A,CC5R6C1,A,b,a,2014-10-01 07:00:00+00:00,
CR8A2E,A,CC5R5C2,A,b,a,2014-10-01 07:00:00+00:00,
CR8A2N,A,CC5R6C2,A,b,a,2014-10-01 07:00:00+00:00,
CR8A3E,A,CC5R5C3,A,b,a,2014-10-01 07:00:00+00:00,
CR8A3N,A,CC5R6C3,A,b,a,2014-10-01 07:00:00+00:00,
CR8A4E,A,CC5R5C4,A,b,a,2014-10-01 07:00:00+00:00,
CR8A4N,A,CC5R6C4,A,b,a,2014-10-01 07:00:00+00:00,
CR8A5E,A,CC5R5C5,A,b,a,2014-10-01 07:00:00+00:00,
CR8A5N,A,CC5R6C5,A,b,a,2014-10-01 07:00:00+00:00,
CR8A6E,A,CC5R5C6,A,b,a,2014-10-01 07:00:00+00:00,
CR8A6N,A,CC5R6C6,A,b,a,2014-10-01 07:00:00+00:00,
CR8A7E,A,CC5R5C7,A,b,a,2014-10-01 07:00:00+00:00,
CR8A7N,A,CC5R6C7,A,b,a,2014-10-01 07:00:00+00:00,
CR8A8E,A,CC5R5C8,A,b,a,2014-10-01 07:00:00+00:00,
CR8A8N,A,CC5R6C8,A,b,a,2014-10-01 07:00:00+00:00,
CR8B1E,A,CC6R1C1,A,b,a,2014-10-01 07:00:00+00:00,
CR8B1N,A,CC6R2C1,A,b,a,2014-10-01 07:00:00+00:00,
CR8B2E,A,CC6R1C2,A,b,a,2014-10-01 07:00:00+00:00,
CR8B2N,A,CC6R2C2,A,b,a,2014-10-01 07:00:00+00:00,
CR8B3E,A,CC6R1C3,A,b,a,2014-10-01 07:00:00+00:00,
CR8B3N,A,CC6R2C3,A,b,a,2014-10-01 07:00:00+00:00,
CR8B4E,A,CC6R1C4,A,b,a,2014-10-01 07:00:00+00:00,
CR8B4N,A,CC6R2C4,A,b,a,2014-10-01 07:00:00+00:00,
CR8B5E,A,CC6R1C5,A,b,a,2014-10-01 07:00:00+00:00,
CR8B5N,A,CC6R2C5,A,b,a,2014-10-01 07:00:00+00:00,
CR8B6E,A,CC6R1C6,A,b,a,2014-10-01 07:00:00+00:00,
CR8B6N,A,CC6R2C6,A,b,a,2014-10-01 07:00:00+00:00,
CR8B7E,A,CC6R1C7,A,b,a,2014-10-01 07:00:00+00:00,
CR8B7N,A,CC6R2C7,A,b,a,2014-10-01 07:00:00+00:00,
CR8B8E,A,CC6R1C8,A,b,a,2014-10-01 07:00:00+00:00,
CR8B8N,A,CC6R2C8,A,b,a,2014-10-01 07:00:00+00:00,
FDA104,A,FEA104,A,terminals,input,2014-10-01 07:00:00+00:00,
FDA105,A,FEA105,A,terminals,input,2014-10-01 07:00:00+00:00,
FDA10,A,FEA10,A,terminals,input,2014-10-01 07:00:00+00:00,
FDA112,A,FEA112,A,terminals,input,2014-10-01 07:00:00+00:00,
FDA20,A,FEA20,A,terminals,input,2014-10-01 07:00:00+00:00,
FDA22,A,FEA22,A,terminals,input,2014-10-01 07:00:00+00:00,
FDA31,A,FEA31,A,terminals,input,2014-10-01 07:00:00+00:00,
FDA43,A,FEA43,A,terminals,input,2014-10-01 07:00:00+00:00,
FDA53,A,FEA53,A,terminals,input,2014-10-01 07:00:00+00:00,
FDA64,A,FEA64,A,terminals,input,2014-10-01 07:00:00+00:00,
FDA65,A,FEA65,A,terminals,input,2014-10-01 07:00:00+00:00,
FDA72,A,FEA72,A,terminals,input,2014-10-01 07:00:00+00:00,
FDA80,A,FEA80,A,terminals,input,2014-10-01 07:00:00+00:00,
FDA81,A,FEA81,A,terminals,input,2014-10-01 07:00:00+00:00,
FDA88,A,FEA88,A,terminals,input,2014-10-01 07:00:00+00:00,
FDA89,A,FEA89,A,terminals,input,2014-10-01 07:00:00+00:00,
FDA96,A,FEA96,A,terminals,input,2014-10-01 07:00:00+00:00,
FDA97,A,FEA97,A,terminals,input,2014-10-01 07:00:00+00:00,
FDA9,A,FEA9,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP0,A,FEA0,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP100,A,FEA100,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP101,A,FEA101,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP102,A,FEA102,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP103,A,FEA103,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP106,A,FEA106,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP107,A,FEA107,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP108,A,FEA108,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP109,A,FEA109,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP110,A,FEA110,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP111,A,FEA111,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP113,A,FEA113,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP114,A,FEA114,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP115,A,FEA115,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP116,A,FEA116,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP117,A,FEA117,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP118,A,FEA118,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP119,A,FEA119,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP11,A,FEA11,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP120,A,FEA120,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP121,A,FEA121,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP122,A,FEA122,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP123,A,FEA123,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP124,A,FEA124,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP125,A,FEA125,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP126,A,FEA126,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP127,A,FEA127,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP12,A,FEA12,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP13,A,FEA13,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP14,A,FEA14,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP15,A,FEA15,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP16,A,FEA16,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP17,A,FEA17,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP18,A,FEA18,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP19,A,FEA19,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP1,A,FEA1,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP21,A,FEA21,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP23,A,FEA23,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP24,A,FEA24,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP25,A,FEA25,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP26,A,FEA26,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP27,A,FEA27,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP28,A,FEA28,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP29,A,FEA29,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP2,A,FEA2,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP30,A,FEA30,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP32,A,FEA32,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP33,A,FEA33,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP34,A,FEA34,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP35,A,FEA35,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP36,A,FEA36,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP37,A,FEA37,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP38,A,FEA38,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP39,A,FEA39,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP3,A,FEA3,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP40,A,FEA40,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP41,A,FEA41,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP42,A,FEA42,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP44,A,FEA44,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP45,A,FEA45,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP46,A,FEA46,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP47,A,FEA47,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP48,A,FEA48,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP49,A,FEA49,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP4,A,FEA4,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP50,A,FEA50,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP51,A,FEA51,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP52,A,FEA52,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP54,A,FEA54,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP55,A,FEA55,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP56,A,FEA56,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP57,A,FEA57,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP58,A,FEA58,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP59,A,FEA59,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP5,A,FEA5,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP60,A,FEA60,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP61,A,FEA61,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP62,A,FEA62,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP63,A,FEA63,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP66,A,FEA66,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP67,A,FEA67,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP68,A,FEA68,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP69,A,FEA69,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP6,A,FEA6,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP70,A,FEA70,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP71,A,FEA71,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP73,A,FEA73,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP74,A,FEA74,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP75,A,FEA75,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP76,A,FEA76,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP77,A,FEA77,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP78,A,FEA78,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP79,A,FEA79,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP7,A,FEA7,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP82,A,FEA82,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP83,A,FEA83,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP84,A,FEA84,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP85,A,FEA85,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP86,A,FEA86,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP87,A,FEA87,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP8,A,FEA8,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP90,A,FEA90,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP91,A,FEA91,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP92,A,FEA92,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP93,A,FEA93,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP94,A,FEA94,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP95,A,FEA95,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP98,A,FEA98,A,terminals,input,2014-10-01 07:00:00+00:00,
FDP99,A,FEA99,A,terminals,input,2014-10-01 07:00:00+00:00,
FEA0,A,C7F0,A,e,ea,2014-10-01 07:00:00+00:00,
FEA0,A,C7F0,A,n,na,2014-10-01 07:00:00+00:00,
FEA100,A,C7F100,A,e,ea,2014-10-01 07:00:00+00:00,
FEA100,A,C7F100,A,n,na,2014-10-01 07:00:00+00:00,
FEA101,A,C7F101,A,e,ea,2014-10-01 07:00:00+00:00,
FEA101,A,C7F101,A,n,na,2014-10-01 07:00:00+00:00,
FEA102,A,C7F102,A,e,ea,2014-10-01 07:00:00+00:00,
FEA102,A,C7F102,A,n,na,2014-10-01 07:00:00+00:00,
FEA103,A,C7F103,A,e,ea,2014-10-01 07:00:00+00:00,
FEA103,A,C7F103,A,n,na,2014-10-01 07:00:00+00:00,
FEA104,A,C7F104,A,e,ea,2014-10-01 07:00:00+00:00,
FEA104,A,C7F104,A,n,na,2014-10-01 07:00:00+00:00,
FEA105,A,C7F105,A,e,ea,2014-10-01 07:00:00+00:00,
FEA105,A,C7F105,A,n,na,2014-10-01 07:00:00+00:00,
FEA106,A,C7F106,A,e,ea,2014-10-01 07:00:00+00:00,
